sku;name_en
PAC1049;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 2TB Fusion | R9 M395X 4GB"
PAC1050;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 3TB Fusion | R9 M395X 4GB"
PAC1051;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 3TB Fusion | R9 M395X 4GB"
PAC1052;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 3TB Fusion | R9 M395X 4GB"
PAC1053;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 3TB Fusion | R9 M395X 4GB"
PAC1054;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 256GB Flash | R9 M395X 4GB"
PAC1055;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 256GB Flash | R9 M395X 4GB"
PAC1056;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 256 Flash | R9 M395X 4GB"
PAC1057;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 256GB Flash | R9 M395X 4GB"
PAC1058;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 512GB Flash | R9 M395X 4GB"
PAC1059;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 512GB Flash | R9 M395X 4GB"
PAC1060;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 512GB Flash | R9 M395X 4GB"
PAC1061;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 512GB Flash | R9 M395X 4GB"
PAC1062;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 1TB Flash | R9 M395X 4GB"
PAC1063;"Apple iMac 27 ""Core i7 Retina 5K 4Hz | 16GB | 1TB Flash | R9 M395X 4GB"
PAC1064;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 1TB Flash | R9 M395X 4GB"
APP1222;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD | Trackpad 2"
APP1189;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD"
APP1217;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD"
APP1218;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion"
APP1219;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB Fusion"
APP1220;"Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash"
APP1221;"Apple iMac 215 ""Core i5 16GHz | 16GB | 256GB Flash"
APP1224;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion | Trackpad 2"
APP1226;"Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash | Trackpad 2"
APP1227;"Apple iMac 215 ""Core i5 16GHz | 16GB | 256GB Flash | Trackpad 2"
APP1228;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD | Magic Mouse 2 | Trackpad 2"
APP1229;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD | Magic Mouse 2 | Trackpad 2"
APP1230;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion | Magic Mouse 2 | Trackpad 2"
APP1231;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB Fusion | Magic Mouse 2 | Trackpad 2"
APP1232;"Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash | Trackpad 2 | Magic Mouse 2"
APP1233;"Apple iMac 215 ""Core i5 16GHz | 16GB | 256GB Flash | Magic Mouse 2 | Trackpad 2"
APP1225;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB Fusion | Trackpad 2"
APP1226-A;"(Open) Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash | Trackpad 2"
PAC1556;"Apple iMac 215 ""Core i5 16GHz | 8GB RAM | 525GB SSD"
PAC1557;"Apple iMac 215 ""Core i5 16GHz | 8GB RAM | 1TB SSD"
PAC1558;"Apple iMac 215 ""Core i5 16GHz | 8GB RAM | 2TB SSD"
PAC1559;"Apple iMac 215 ""Core i5 16GHz | RAM 16GB | 525GB SSD"
PAC1560;"Apple iMac 215 ""Core i5 16GHz | 16GB RAM | 1TB SSD"
PAC1561;"Apple iMac 215 ""Core i5 16GHz | 16GB RAM | 2TB SSD"
APP1223;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD | Trackpad 2"
PAC0974;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB Flash"
APP1193;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 1TB Fusion | AMD Radeon R9 M390"
APP1333;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 1TB Fusion"
APP1334;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | Fusion Drive 2TB"
APP1336;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 3TB Fusion Drive"
APP1338;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 256GB Flash"
APP1339;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 256GB Flash"
APP1340;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 512GB Flash | AMD Radeon R9 M390"
APP1342;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 1TB Flash"
PAC0954;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB Fusion | Radeon R9 M390"
PAC0955;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 1TB Fusion"
PAC0956;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 1TB Fusion"
PAC0957;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB Fusion"
PAC0958;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 2TB Fusion"
PAC0960;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 2TB Fusion"
PAC0962;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 3TB Fusion"
PAC0964;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 3TB Fusion"
PAC0966;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 256GB Flash"
PAC0967;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 256GB Flash"
PAC0968;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 256GB Flash"
PAC0969;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 256GB Flash"
PAC0970;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 512GB Flash"
PAC0972;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 512GB Flash | AMD Radeon R9 M390"
PAC0976;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 1TB Flash"
PAC1583;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 512GB SSD | AMD Radeon R9 M390"
PAC1584;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | RAM 16GB | 512GB SSD | AMD Radeon R9 M390"
PAC1585;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | RAM 32GB | 512GB SSD | AMD Radeon R9 M390"
PAC1586;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1587;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1588;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1589;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1590;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1591;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1592;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 525 GB SSD | AMD Radeon R9 M390"
PAC1593;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | RAM 16GB | 525GB SSD | AMD Radeon R9 M390"
PAC1594;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | RAM 32GB | 525GB SSD | AMD Radeon R9 M390"
PAC1595;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1596;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 16GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1597;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1598;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1599;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1600;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC0976;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 1TB Flash"
APP1193;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 1TB Fusion | AMD Radeon R9 M390"
APP1333;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 1TB Fusion"
APP1334;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | Fusion Drive 2TB"
APP1336;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 3TB Fusion Drive"
APP1338;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 256GB Flash"
APP1339;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 256GB Flash"
APP1340;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 512GB Flash | AMD Radeon R9 M390"
APP1342;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 1TB Flash"
PAC0954;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB Fusion | Radeon R9 M390"
PAC0955;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 1TB Fusion"
PAC0956;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 1TB Fusion"
PAC0957;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB Fusion"
PAC0958;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 2TB Fusion"
PAC0960;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 2TB Fusion"
PAC0962;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 3TB Fusion"
PAC0964;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 3TB Fusion"
PAC0966;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 256GB Flash"
PAC0967;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 256GB Flash"
PAC0968;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 256GB Flash"
PAC0969;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 256GB Flash"
PAC0970;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 512GB Flash"
PAC0972;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 512GB Flash | AMD Radeon R9 M390"
PAC0974;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB Flash"
PAC1583;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 512GB SSD | AMD Radeon R9 M390"
PAC1584;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | RAM 16GB | 512GB SSD | AMD Radeon R9 M390"
PAC1585;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | RAM 32GB | 512GB SSD | AMD Radeon R9 M390"
PAC1586;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1587;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1588;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1589;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1590;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1591;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1592;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 525 GB SSD | AMD Radeon R9 M390"
PAC1593;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | RAM 16GB | 525GB SSD | AMD Radeon R9 M390"
PAC1594;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | RAM 32GB | 525GB SSD | AMD Radeon R9 M390"
PAC1595;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1596;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 16GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1597;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 1TB SSD | AMD Radeon R9 M390"
APP1242;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB HDD | Trackpad 2"
APP1241;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB HDD | Trackpad 2"
APP1190;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB"
APP1235;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB Fusion"
APP1234;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB HDD"
APP1236;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB Fusion"
APP1237;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | Fusion Drive 2TB"
APP1238;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 2TB Fusion"
APP1239;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 256GB Flash"
APP1240;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 256GB Flash"
APP1247;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 256GB Flash | Trackpad 2"
APP1248;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 256GB Flash | Trackpad 2"
APP1249;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB HDD | Magic Mouse and Trackpad 2 2"
APP1250;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB HDD | Magic Mouse and Trackpad 2 2"
APP1251;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB Fusion | Magic Mouse and Trackpad 2 2"
APP1252;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB Fusion | Magic Mouse and Trackpad 2 2"
APP1253;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 2TB Fusion Drive | Magic Mouse and Trackpad 2 2"
APP1254;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 2TB Fusion | Magic Mouse and Trackpad 2 2"
APP1255;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 256GB Flash | Trackpad 2"
APP1256;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 256GB Flash | Trackpad 2 and Magic Mouse 2"
PAC1562;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 525GB SSD"
PAC1563;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 1TB SSD"
PAC1564;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 2TB SSD"
PAC1565;"Apple iMac 21.5 ""Core i5 2.8GHz | RAM 16GB | 525GB SSD"
PAC1566;"Apple iMac 21.5 ""Core i5 2.8GHz | RAM 16GB | 1TB SSD"
PAC1567;"Apple iMac 21.5 ""Core i5 2.8GHz | RAM 16GB | 2TB SSD"
APP1243;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB Fusion | Trackpad 2"
APP1244;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB Fusion | Trackpad 2"
APP1224;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion | Trackpad 2"
APP1222;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD | Trackpad 2"
APP1223;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD | Trackpad 2"
APP1189;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD"
APP1217;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD"
APP1218;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion"
APP1219;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB Fusion"
APP1220;"Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash"
APP1221;"Apple iMac 215 ""Core i5 16GHz | 16GB | 256GB Flash"
APP1226;"Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash | Trackpad 2"
APP1227;"Apple iMac 215 ""Core i5 16GHz | 16GB | 256GB Flash | Trackpad 2"
APP1228;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD | Magic Mouse 2 | Trackpad 2"
APP1229;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD | Magic Mouse 2 | Trackpad 2"
APP1230;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion | Magic Mouse 2 | Trackpad 2"
APP1231;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB Fusion | Magic Mouse 2 | Trackpad 2"
APP1232;"Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash | Trackpad 2 | Magic Mouse 2"
APP1233;"Apple iMac 215 ""Core i5 16GHz | 16GB | 256GB Flash | Magic Mouse 2 | Trackpad 2"
APP1225;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB Fusion | Trackpad 2"
APP1226-A;"(Open) Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash | Trackpad 2"
PAC1556;"Apple iMac 215 ""Core i5 16GHz | 8GB RAM | 525GB SSD"
PAC1557;"Apple iMac 215 ""Core i5 16GHz | 8GB RAM | 1TB SSD"
PAC1558;"Apple iMac 215 ""Core i5 16GHz | 8GB RAM | 2TB SSD"
PAC1559;"Apple iMac 215 ""Core i5 16GHz | RAM 16GB | 525GB SSD"
PAC1560;"Apple iMac 215 ""Core i5 16GHz | 16GB RAM | 1TB SSD"
PAC1561;"Apple iMac 215 ""Core i5 16GHz | 16GB RAM | 2TB SSD"
APP1245;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | Fusion Drive 2TB | Trackpad 2"
APP1246;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 2TB Fusion | Trackpad 2"
APP1241;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB HDD | Trackpad 2"
APP1190;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB"
APP1235;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB Fusion"
APP1234;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB HDD"
APP1236;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB Fusion"
APP1237;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | Fusion Drive 2TB"
APP1238;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 2TB Fusion"
APP1239;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 256GB Flash"
APP1240;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 256GB Flash"
APP1242;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB HDD | Trackpad 2"
APP1243;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB Fusion | Trackpad 2"
APP1244;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB Fusion | Trackpad 2"
APP1245;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | Fusion Drive 2TB | Trackpad 2"
APP1249;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB HDD | Magic Mouse and Trackpad 2 2"
APP1251;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB Fusion | Magic Mouse and Trackpad 2 2"
APP1252;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB Fusion | Magic Mouse and Trackpad 2 2"
APP1253;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 2TB Fusion Drive | Magic Mouse and Trackpad 2 2"
APP1254;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 2TB Fusion | Magic Mouse and Trackpad 2 2"
APP1255;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 256GB Flash | Trackpad 2"
APP1256;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 256GB Flash | Trackpad 2 and Magic Mouse 2"
PAC1562;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 525GB SSD"
PAC1563;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 1TB SSD"
PAC1564;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 2TB SSD"
PAC1565;"Apple iMac 21.5 ""Core i5 2.8GHz | RAM 16GB | 525GB SSD"
PAC1566;"Apple iMac 21.5 ""Core i5 2.8GHz | RAM 16GB | 1TB SSD"
PAC1567;"Apple iMac 21.5 ""Core i5 2.8GHz | RAM 16GB | 2TB SSD"
APP1226;"Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash | Trackpad 2"
APP1222;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD | Trackpad 2"
APP1223;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD | Trackpad 2"
APP1189;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD"
APP1217;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD"
APP1218;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion"
APP1219;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB Fusion"
APP1220;"Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash"
APP1221;"Apple iMac 215 ""Core i5 16GHz | 16GB | 256GB Flash"
APP1224;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion | Trackpad 2"
APP1230;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion | Magic Mouse 2 | Trackpad 2"
APP1231;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB Fusion | Magic Mouse 2 | Trackpad 2"
APP1232;"Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash | Trackpad 2 | Magic Mouse 2"
APP1233;"Apple iMac 215 ""Core i5 16GHz | 16GB | 256GB Flash | Magic Mouse 2 | Trackpad 2"
APP1225;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB Fusion | Trackpad 2"
APP1226-A;"(Open) Apple iMac 215 ""Core i5 16GHz | 8GB | 256GB Flash | Trackpad 2"
PAC1556;"Apple iMac 215 ""Core i5 16GHz | 8GB RAM | 525GB SSD"
PAC1557;"Apple iMac 215 ""Core i5 16GHz | 8GB RAM | 1TB SSD"
PAC1558;"Apple iMac 215 ""Core i5 16GHz | 8GB RAM | 2TB SSD"
PAC1559;"Apple iMac 215 ""Core i5 16GHz | RAM 16GB | 525GB SSD"
PAC1560;"Apple iMac 215 ""Core i5 16GHz | 16GB RAM | 1TB SSD"
PAC1561;"Apple iMac 215 ""Core i5 16GHz | 16GB RAM | 2TB SSD"
APP1247;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 256GB Flash | Trackpad 2"
APP1246;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 2TB Fusion | Trackpad 2"
APP1227;"Apple iMac 215 ""Core i5 16GHz | 16GB | 256GB Flash | Trackpad 2"
APP1248;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 256GB Flash | Trackpad 2"
APP1228;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD | Magic Mouse 2 | Trackpad 2"
APP1229;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD | Magic Mouse 2 | Trackpad 2"
APP1250;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB HDD | Magic Mouse and Trackpad 2 2"
APP1241;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB HDD | Trackpad 2"
APP1190;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB"
APP1235;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB Fusion"
APP1234;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB HDD"
APP1236;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB Fusion"
APP1237;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | Fusion Drive 2TB"
APP1238;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 2TB Fusion"
APP1239;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 256GB Flash"
APP1240;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 256GB Flash"
APP1242;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB HDD | Trackpad 2"
APP1243;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB Fusion | Trackpad 2"
APP1244;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB Fusion | Trackpad 2"
APP1245;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | Fusion Drive 2TB | Trackpad 2"
APP1246;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 2TB Fusion | Trackpad 2"
APP1247;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 256GB Flash | Trackpad 2"
APP1248;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 256GB Flash | Trackpad 2"
APP1249;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB HDD | Magic Mouse and Trackpad 2 2"
APP1256;"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 256GB Flash | Trackpad 2 and Magic Mouse 2"
PAC1562;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 525GB SSD"
PAC1563;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 1TB SSD"
PAC1564;"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 2TB SSD"
PAC1565;"Apple iMac 21.5 ""Core i5 2.8GHz | RAM 16GB | 525GB SSD"
PAC1566;"Apple iMac 21.5 ""Core i5 2.8GHz | RAM 16GB | 1TB SSD"
PAC1567;"Apple iMac 21.5 ""Core i5 2.8GHz | RAM 16GB | 2TB SSD"
APP1230;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB Fusion | Magic Mouse 2 | Trackpad 2"
APP1222;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD | Trackpad 2"
APP1223;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD | Trackpad 2"
APP1189;"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD"
APP1217;"Apple iMac 215 ""Core i5 16GHz | 16GB | 1TB HDD"
